age,home_owner,income,months_employed,years_employed,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month
36,0,5170,0,1,3,2,1,600,63700,0.801573109,0.882182618,0.71177517,0.527567,0.327567,4
35,0,2000,0,6,2,2,1,1100,64500,0.627851261,0.856325193,0.579323864,0.408235,0.608235,6
20,1,3040,0,4,7,4,1,700,53850,0.552457143,0.876526306,0.583153856,0.635835,0.635835,2
23,0,5145,0,2,1,6,1,500,40200,0.625642017,0.861992728,0.768305195,0.400565,0.600565,3
60,0,2730,0,7,1,7,1,800,49250,0.662734454,0.858670767,0.623191642,0.662341,0.562341,10
55,0,2065,0,6,7,4,1,1000,69850,0.828282353,0.975410756,0.778870187,0.660867,0.860867,5
57,1,3200,0,4,2,3,0,1600,72200,0.705163025,0.754365685,0.498717774,0.650596,0.650596,6
46,1,4790,5,12,2,6,0,700,74300,0.665434454,0.733996229,0.484055821,0.541292,0.641292,7
27,0,5150,0,5,5,2,1,800,58250,0.742570588,0.865494254,0.669757357,0.69884,0.69884,4
51,1,4145,9,8,2,11,0,1300,74450,0.740355462,0.925996588,0.775585259,0.566681,0.766681,7
68,1,6750,0,4,3,1,1,600,72300,0.640278992,0.848592656,0.657018956,0.403587,0.403587,5
44,1,5051,0,3,2,3,0,1150,79850,0.60632437,0.887895044,0.718421181,0.725186,0.425186,4
26,0,1530,0,1,2,4,1,600,39800,0.585311765,0.859882834,0.858339943,0.657419,0.457419,9
46,0,1670,0,1,3,2,1,700,55900,0.763480672,0.868849883,0.712238945,0.595905,0.595905,8
31,0,2640,0,7,1,4,1,1000,39150,0.697205042,0.838413539,0.705748667,0.718305,0.718305,10
32,1,3510,0,2,3,7,1,600,63750,0.702726891,0.946119142,0.898207451,0.718323,0.518323,8
27,0,3470,0,4,5,2,1,600,53000,0.719905882,0.856515981,0.580846106,0.630983,0.530983,5
31,0,2610,0,2,1,2,1,700,44100,0.754086555,0.915974591,0.678901077,0.459121,0.559121,9
76,1,3260,0,4,4,3,1,1000,73650,0.619191597,0.872104507,0.437243673,0.619069,0.719069,5
40,0,3785,0,3,2,0,1,2800,73950,0.754069748,0.960854732,0.968391446,0.899025,0.899025,10
53,0,5230,0,6,6,3,1,700,35100,0.685023529,0.854237745,0.602771867,0.572778,0.672778,5
55,0,3825,0,3,3,3,1,700,88050,0.764313445,0.921563566,0.87848077,0.624763,0.624763,4
35,0,2015,6,0,6,1,1,500,70100,0.821010924,0.800222212,0.753765602,0.590639,0.490639,5
40,0,3590,0,2,3,2,1,1300,65550,0.670647059,0.867592925,0.715932884,0.447483,0.747483,2
36,0,5433,6,5,11,11,1,2500,60750,0.627205882,0.854204076,0.694493146,0.751296,0.551296,5
45,1,2442,0,5,2,7,0,600,71750,0.785580672,0.92936344,0.790283151,0.591235,0.791235,5
61,1,2215,0,1,4,7,1,600,76550,0.746710924,0.8596696,0.648670156,0.704461,0.504461,7
31,1,1775,3,9,2,3,0,400,55250,0.797983193,0.863036452,0.673072233,0.365675,0.465675,6
46,0,3813,5,4,6,4,0,400,44100,0.755678151,0.893338122,0.699726441,0.643665,0.443665,11
75,1,4675,0,5,4,3,1,400,67350,0.644727731,0.857526037,0.80220524,0.730778,0.730778,4
42,0,2725,0,6,2,4,0,700,48050,0.828368067,0.967622105,0.948114568,0.623997,0.823997,4
47,1,2625,0,9,2,3,0,600,73600,0.759289916,0.9788225,0.93161634,0.55931,0.55931,4
44,0,3745,0,2,2,3,0,2700,81000,0.745605882,0.843968845,0.778081256,0.724869,0.524869,2
37,1,2770,0,2,1,0,1,900,71450,0.830746218,0.78682214,0.667987825,0.605434,0.605434,4
59,0,2670,0,4,2,4,1,400,55550,0.745069748,0.924952864,0.903252498,0.797022,0.797022,7
38,0,1505,0,4,4,3,1,700,78550,0.777639496,0.844058628,0.701032198,0.798002,0.798002,5
48,1,4740,0,3,0,0,1,1300,85200,0.656548739,0.813689621,0.769536508,0.578336,0.578336,11
49,1,5130,0,2,1,3,0,850,72500,0.734759664,0.905874035,0.706146555,0.457901,0.657901,8
73,0,2785,0,4,2,5,0,700,60050,0.724131092,0.894550189,0.901237388,0.860259,0.860259,5
31,1,6265,0,1,2,4,0,700,47200,0.303442017,0.928330939,0.806898605,0.763693,0.563693,6
38,0,3850,0,5,5,2,1,899,58350,0.747022689,0.791300054,0.67269916,0.48913,0.48913,7
28,0,6210,0,6,6,4,1,1700,60050,0.792333613,0.854237745,0.597148385,0.588462,0.488462,6
24,0,2758,0,2,2,4,1,1700,84700,0.887083193,0.924863081,0.79150334,0.852916,0.952916,7
53,1,2085,5,2,4,2,1,700,58650,0.793686555,0.88214895,0.50167498,0.260632,0.460632,4
29,1,2750,0,3,2,4,0,800,47050,0.734066387,0.883394685,0.873199557,0.797405,0.597405,6
52,1,5210,0,5,6,4,0,500,45950,0.42687395,0.878826989,0.624219306,0.585118,0.485118,8
34,0,2938,0,2,3,3,1,900,46150,0.634391597,0.896862094,0.650769122,0.732698,0.432698,8
54,1,3655,0,9,2,3,0,400,58500,0.716661345,0.960865954,0.858325397,0.85232,0.65232,7
45,1,4510,0,2,2,3,1,1000,59050,0.639934454,0.851813611,0.710862167,0.843354,0.543354,5
48,1,4260,0,3,1,5,1,700,44650,0.687445378,0.92588436,0.851437231,0.641158,0.641158,8
45,0,2615,0,2,2,4,1,500,79750,0.771610924,0.886638086,0.790418347,0.6772,0.6772,4
24,1,2740,0,3,4,1,1,700,55900,0.829460504,0.881026665,0.808989014,0.720012,0.720012,8
44,0,2725,0,4,2,5,0,950,66300,0.751068908,0.942774735,0.780318841,0.762946,0.462946,10
50,0,5155,0,5,1,2,0,1000,46750,0.768689076,0.964143024,0.153367295,0.874822,0.874822,12
40,0,2680,1,3,5,3,1,2400,71550,0.7776,0.859781828,0.723637362,0.707111,0.807111,8
62,1,3605,0,2,2,4,1,500,86400,0.763082353,0.871038337,0.751686317,0.614354,0.514354,5
50,0,2575,1,8,4,3,1,2800,83900,0.677409244,0.921462561,0.739326979,0.916457,0.916457,2
51,0,5055,0,6,2,3,0,600,31750,0.678542857,0.858569761,0.798237485,0.439923,0.739923,18
50,0,3511,0,2,1,3,0,1100,58300,0.790939496,0.873282905,0.787432049,0.785556,0.685556,7
58,0,4790,0,2,2,2,0,800,58000,0.726572269,0.842970013,0.92518767,0.689674,0.489674,5
60,0,4630,0,7,2,2,1,2800,81050,0.62497395,0.935064644,0.557980818,0.486846,0.486846,5
53,1,8275,0,2,2,3,1,1300,81100,0.809842857,0.955131083,0.89964327,0.764656,0.764656,6
42,0,3060,0,4,2,2,1,701,51500,0.691455462,0.876503861,0.509254529,0.669839,0.369839,4
29,1,2040,0,3,2,3,0,600,49950,0.744481513,0.80376863,0.771089554,0.654286,0.554286,7
55,0,3055,0,3,6,4,1,600,60550,0.763492437,0.905773029,0.80998245,0.704166,0.504166,7
28,1,2640,0,3,1,4,1,1050,60150,0.764348739,0.848626324,0.656058891,0.38601,0.38601,4
37,0,2550,0,4,2,5,0,800,70400,0.745534454,0.955142306,0.725020985,0.826847,0.626847,2
44,0,3030,0,3,6,4,1,600,57950,0.609779832,0.805889747,0.698288911,0.580392,0.580392,7
39,0,3760,0,6,2,7,1,1600,90100,0.744007563,0.867738822,0.886637899,0.521343,0.721343,2
38,1,3645,3,5,5,2,1,500,83550,0.720331933,0.883237565,0.606568487,0.448861,0.448861,5
50,0,4067,0,3,2,4,0,700,76050,0.696672269,0.867548034,0.763255014,0.581317,0.781317,6
58,1,3515,0,2,1,3,1,500,63150,0.692905882,0.951719339,0.769415002,0.767963,0.767963,9
46,0,3020,0,4,6,4,1,800,70200,0.624655462,0.87211573,0.705819687,0.742667,0.542667,5
58,1,3625,1,3,5,2,1,1200,48100,0.510933613,0.882283624,0.457838861,0.533762,0.633762,22
30,0,1670,0,3,3,3,1,600,49800,0.712010924,0.768775813,0.522543984,0.737837,0.637837,3
49,0,3000,6,1,10,1,1,400,72100,0.78730084,0.870926109,0.712978246,0.627671,0.627671,4
50,1,4520,2,6,4,8,1,1200,55300,0.584333613,0.901250224,0.651712929,0.501892,0.501892,8
38,1,2025,0,5,2,3,0,1100,40800,0.756463866,0.861992728,0.610341148,0.648957,0.748957,6
47,0,5215,0,6,5,3,1,1150,51850,0.675911765,0.911317113,0.948467961,0.410172,0.410172,14
36,1,2295,4,4,2,1,1,550,21150,0.269269748,0.756464356,0.771519102,0.454607,0.454607,9
22,0,2695,0,2,1,2,1,500,44850,0.683513445,0.936052254,0.807186967,0.53072,0.73072,9
26,0,3290,0,4,0,1,1,1000,84750,0.848701681,0.905840366,0.662437076,0.773021,0.573021,3
41,1,1555,0,6,6,6,1,1200,63000,0.636931092,0.841802837,0.614152315,0.540528,0.640528,4
48,1,1735,8,1,6,7,1,900,70550,0.697454622,0.955187197,0.800136223,0.724147,0.524147,7
30,0,1910,6,0,2,3,1,500,43950,0.777683193,0.855214132,0.588785894,0.539249,0.439249,3
52,1,4590,0,3,3,2,0,1200,56400,0.703496639,0.895784701,0.861647974,0.730127,0.830127,10
38,0,2750,0,9,1,3,1,1150,76800,0.820306723,0.97538831,0.954645063,0.759461,0.859461,4
42,0,1865,0,6,6,2,1,550,31050,0.650055462,0.958576495,0.764707946,0.674975,0.474975,10
46,0,5070,0,5,1,7,1,1100,75400,0.684121008,0.782321781,0.754817224,0.787832,0.487832,4
41,0,3135,0,6,2,3,0,2400,36150,0.621883193,0.830523882,0.68719768,0.662249,0.562249,10
35,0,2555,0,3,2,2,1,600,37300,0.777820168,0.803757407,0.826999215,0.637556,0.737556,4
32,0,2705,0,1,1,0,1,500,32300,0.644572269,0.828324205,0.792479663,0.752863,0.752863,6
55,1,1950,0,1,1,11,1,600,87200,0.707736134,0.905683247,0.752525732,0.827223,0.727223,5
36,1,3850,5,1,4,2,1,700,40950,0.708127731,0.900217723,0.814514093,0.724424,0.424424,7
40,1,2555,3,1,5,3,1,700,80200,0.790142017,0.881037888,0.73308998,0.690847,0.790847,4
42,1,5285,0,2,2,4,0,500,47600,0.579066387,0.904774196,0.60116748,0.416395,0.416395,12
34,0,2620,0,6,6,3,1,800,72000,0.782436975,0.787877087,0.539514543,0.550537,0.450537,6
57,1,3175,0,3,6,2,0,450,56250,0.680843697,0.899039325,0.8583485,0.79197,0.69197,8
45,1,3685,0,6,7,4,1,700,54400,0.724055462,0.914818639,0.633003643,0.546263,0.546263,13
42,1,2525,0,3,5,3,1,700,37550,0.386966387,0.854069402,0.661969023,0.474269,0.574269,10
30,1,3175,5,0,7,2,1,600,68950,0.840957983,0.891205782,0.668507219,0.695996,0.895996,1
58,0,3630,0,7,7,4,1,1100,76450,0.638421849,0.87764859,0.780016788,0.489338,0.589338,5
25,1,3180,6,1,4,3,1,600,61500,0.677586555,0.822768899,0.511243113,0.563039,0.563039,5
44,1,3847,0,7,2,7,0,600,68450,0.831843697,0.924851859,0.911500328,0.904671,0.604671,5
53,1,3605,0,5,2,8,1,1200,73300,0.631430252,0.858659544,0.651380928,0.61074,0.71074,3
35,1,3635,0,3,2,2,0,400,36700,0.740257143,0.841858951,0.777007387,0.550685,0.550685,12
46,1,3535,0,4,2,2,1,600,62700,0.577247899,0.887872598,0.547485135,0.42066,0.52066,5
44,1,2295,0,5,6,3,1,600,84650,0.637589916,0.921529898,0.521210845,0.709633,0.709633,5
37,0,5245,0,4,2,8,1,1350,80300,0.805040336,0.939362992,0.877311921,0.801043,0.601043,8
54,0,3725,0,4,1,4,1,1100,45250,0.692501681,0.86314868,0.584451912,0.726353,0.526353,25
49,0,1580,0,1,2,2,1,600,54450,0.625985714,0.841724277,0.70722128,0.63679,0.53679,3
40,0,2530,1,7,2,7,1,400,71450,0.811906723,0.941731011,0.764292945,0.583876,0.583876,6
47,0,3530,1,2,5,3,1,400,35200,0.778871429,0.897860927,0.76862436,0.761715,0.461715,4
41,0,3850,0,3,2,5,1,600,77450,0.753542017,0.848547764,0.857347363,0.808922,0.508922,5
45,1,2645,0,3,3,2,1,800,32900,0.575036134,0.858648321,0.640513027,0.614584,0.414584,6
32,1,1610,0,1,2,2,1,600,82150,0.791421849,0.901295116,0.636749778,0.79428,0.79428,2
31,1,3065,0,1,2,4,0,900,69800,0.717727731,0.866515532,0.800345007,0.792494,0.792494,6
49,0,3620,0,9,2,2,0,2400,51600,0.655170588,0.8552478,0.77058813,0.739132,0.439132,7
32,0,4251,6,2,3,3,1,800,66250,0.704566387,0.79685536,0.814396866,0.645162,0.445162,5
65,0,3295,0,6,6,3,1,2400,74650,0.67107395,0.876694649,0.738064862,0.677507,0.577507,5
61,1,2898,0,4,5,2,1,600,74850,0.55167479,0.883394685,0.639109724,0.520303,0.520303,4
37,0,3790,0,3,5,2,1,600,34450,0.663620168,0.897928264,0.818200332,0.481061,0.681061,11
29,1,2542,0,2,2,4,0,750,66300,0.603022689,0.899162776,0.718571779,0.551937,0.851937,6
45,1,2835,0,8,1,4,0,900,66450,0.699126891,0.847492817,0.607702253,0.611447,0.711447,5
19,0,3245,0,4,1,5,1,1000,36300,0.727910924,0.950653169,0.917356553,0.748769,0.548769,7
43,1,1550,0,6,6,4,1,600,66450,0.65922605,0.897905818,0.595798989,0.741258,0.541258,5
47,1,4575,6,2,6,1,1,700,86100,0.747088235,0.891115999,0.823156389,0.679677,0.579677,2
53,0,4550,6,1,3,3,1,1100,61000,0.861751261,0.905728138,0.752063669,0.384785,0.684785,6
60,1,5425,0,6,2,10,0,800,74600,0.699305042,0.972032681,0.706004513,0.783919,0.583919,5
43,1,2471,0,6,2,3,0,1200,76600,0.764494118,0.91146301,0.662104219,0.831569,0.631569,4
36,1,3755,6,3,3,4,1,700,69100,0.664928571,0.93955378,0.803695822,0.446613,0.746613,3
30,1,3220,5,1,8,1,1,700,56450,0.773667227,0.911474232,0.789223828,0.46125,0.66125,5
31,1,4725,0,6,2,2,1,400,77400,0.622892437,0.809245376,0.736590537,0.641785,0.441785,9
44,0,3635,0,1,6,4,1,700,61600,0.518745378,0.857492368,0.884751996,0.682803,0.782803,9
41,0,1875,0,4,2,7,1,1200,68750,0.714129412,0.869893607,0.701792036,0.579524,0.379524,4
77,1,3070,4,2,9,3,1,800,71550,0.670605042,0.921563566,0.600340044,0.495241,0.495241,5
36,0,2780,10,1,1,1,1,800,70800,0.713663866,0.972043904,0.840704527,0.696249,0.696249,4
37,1,5245,0,2,4,3,1,600,57000,0.645840336,0.894606303,0.672074519,0.723374,0.823374,3
42,0,3195,0,5,3,1,1,800,55550,0.688383193,0.927073981,0.874535263,0.808311,0.808311,4
64,1,4338,0,3,2,4,0,700,71900,0.827345378,0.924829413,0.92414375,0.620945,0.720945,6
51,0,2135,10,1,1,4,0,700,54300,0.618258824,0.984321692,0.692109242,0.708444,0.508444,5
41,0,2421,0,6,1,6,1,800,41450,0.782263866,0.844047405,0.699931803,0.689111,0.689111,8
51,1,3640,0,5,3,7,1,2900,68650,0.762071429,0.891149668,0.907381119,0.819078,0.619078,6
29,1,6285,6,1,4,2,1,2100,80300,0.800963866,0.936097145,0.81087834,0.708624,0.608624,6
39,0,5235,0,1,4,8,1,1200,67250,0.768414286,0.839558269,0.821860044,0.530631,0.830631,4
55,0,7065,1,3,1,4,1,3200,72450,0.698909244,0.973076405,0.72094456,0.530872,0.730872,6
51,0,3250,0,3,7,3,1,700,43800,0.677534454,0.897838481,0.822443613,0.737777,0.537777,19
43,1,5260,0,2,1,3,0,2600,74650,0.775513445,0.960787395,0.579809887,0.535512,0.535512,8
31,1,2495,0,3,1,4,0,600,37650,0.507015966,0.854069402,0.633718129,0.477338,0.677338,7
19,0,3225,6,1,5,1,1,800,51950,0.669906723,0.851970731,0.529861698,0.619005,0.619005,7
47,0,2705,1,2,4,2,1,1600,57650,0.610615126,0.930418388,0.809215767,0.579678,0.579678,7
51,1,9003,1,3,1,3,1,3400,88700,0.852221008,0.984288023,0.98249978,0.712577,0.612577,3
32,0,2970,0,2,5,3,1,800,63500,0.613534454,0.948453493,0.75643958,0.668066,0.468066,2
43,0,3635,0,3,2,3,1,700,53050,0.72407479,0.941809571,0.671462713,0.509776,0.509776,8
59,1,3985,0,2,2,7,1,1150,81500,0.607308403,0.787944424,0.539187676,0.66222,0.66222,7
65,0,3250,0,7,7,3,1,1350,81000,0.654305882,0.909229664,0.685469221,0.869824,0.569824,5
39,0,3110,1,3,2,0,1,400,47400,0.820788235,0.9608884,0.842403037,0.943371,0.743371,6
24,1,2530,0,3,4,2,1,450,34000,0.62819916,0.824878793,0.723022989,0.66877,0.46877,6
44,0,3995,0,1,6,4,1,700,53700,0.652054622,0.857559706,0.795178455,0.781987,0.881987,5
58,1,3190,0,2,1,3,1,2700,86950,0.795592437,0.904774196,0.782601776,0.602969,0.702969,3
35,0,3660,0,1,4,3,1,3200,37600,0.648263025,0.934952415,0.944983661,0.463228,0.363228,11
31,0,4680,9,0,5,3,1,400,62950,0.798092437,0.817168702,0.71121556,0.545823,0.445823,9
49,0,2620,1,2,2,1,1,500,54500,0.731331092,0.921586012,0.829053686,0.833694,0.833694,3
41,0,3595,0,2,1,2,1,600,55200,0.692157143,0.84295879,0.742765928,0.65697,0.75697,6
72,0,3765,0,3,2,6,0,600,39550,0.657789076,0.903595798,0.726167587,0.748676,0.748676,4
42,0,6620,0,5,6,3,1,1199,39900,0.541657143,0.853003232,0.69838988,0.728264,0.428264,9
56,0,1725,6,0,1,3,1,700,53450,0.678123529,0.922674627,0.76159073,0.438597,0.638597,9
38,1,6745,0,6,3,3,1,1200,59700,0.592038655,0.935053421,0.488897217,0.571023,0.371023,9
49,1,4020,0,4,4,2,1,800,55650,0.687814286,0.801467948,0.589016926,0.790669,0.690669,6
35,1,5290,5,0,2,0,1,500,58850,0.576320168,0.850713773,0.781557855,0.532052,0.732052,12
53,0,7120,0,2,0,0,1,900,77400,0.801501681,0.944974412,0.766142054,0.793206,0.693206,6
53,0,4720,0,6,3,2,1,700,82450,0.776662185,0.895706141,0.642008743,0.536423,0.436423,4
28,1,2115,5,3,2,3,0,1000,70400,0.690298319,0.884393518,0.561279436,0.429755,0.529755,7
46,1,3230,10,2,11,4,0,400,87050,0.721967227,0.867716376,0.758423885,0.581619,0.681619,3
37,0,2155,0,5,4,7,1,1000,67350,0.654861345,0.921529898,0.77712547,0.656428,0.656428,6
52,1,5290,0,9,1,2,1,2100,92550,0.691884034,0.793510953,0.647868391,0.050427,0.350427,9
49,0,3185,0,6,6,2,1,550,50900,0.796795798,0.854114293,0.49864932,0.608337,0.608337,8
65,0,6215,6,6,6,7,1,1200,55350,0.647063866,0.847537709,0.763928428,0.689238,0.789238,7
31,0,5005,0,3,5,2,1,2400,50400,0.71572521,0.76671081,0.72477883,0.694324,0.394324,8
48,1,5290,0,2,2,4,0,650,61300,0.613689916,0.928241156,0.764046511,0.68893,0.48893,5
36,1,4802,0,5,2,7,0,1100,60550,0.704352101,0.901306339,0.590921654,0.563798,0.763798,7
67,1,3245,0,3,5,2,1,400,73050,0.743384874,0.936108368,0.70655471,0.503112,0.503112,4
64,1,3195,0,5,6,3,1,500,69950,0.716589076,0.956331927,0.803427141,0.903645,0.903645,4
54,0,5220,0,3,1,0,1,3100,84600,0.674010924,0.793533399,0.589062277,0.631514,0.631514,6
48,0,4635,0,7,3,2,1,1200,61900,0.768841176,0.980909948,0.757727367,0.582855,0.782855,7
45,0,3405,1,3,4,2,1,700,51600,0.869794958,0.919217992,0.78811402,0.760418,0.860418,6
45,0,5144,0,3,3,3,1,600,73650,0.77057479,0.894494074,0.748135275,0.797643,0.697643,8
44,1,5040,0,6,7,3,1,801,53100,0.750978992,0.929284881,0.689480615,0.377531,0.577531,8
37,0,1560,0,2,7,1,1,1200,36950,0.543568067,0.899005656,0.617968616,0.652113,0.552113,4
49,1,3610,6,1,1,4,1,700,60300,0.774982353,0.893349345,0.584232004,0.721118,0.421118,5
26,1,3110,6,1,6,3,1,1100,45900,0.778693277,0.84864877,0.657268812,0.699135,0.699135,4
39,0,1865,0,5,5,3,1,600,59500,0.645930252,0.840725444,0.842638347,0.667576,0.767576,6
42,0,3625,0,9,7,2,1,900,65650,0.765821849,0.919161878,0.794142235,0.786439,0.786439,5
60,1,3525,0,5,2,8,1,3600,59250,0.636136975,0.923819357,0.687475774,0.836301,0.536301,4
59,1,3630,0,3,2,3,1,1000,73300,0.731684034,0.869837493,0.885195235,0.600614,0.800614,10
41,0,2445,0,1,2,7,1,800,48750,0.65434958,0.871015892,0.815470736,0.548013,0.548013,5
34,1,2430,2,1,4,3,1,400,51500,0.657246218,0.901340007,0.745214008,0.78806,0.68806,13
36,0,2247,0,3,2,3,0,600,46800,0.66335042,0.747587089,0.751394533,0.586607,0.486607,5
66,1,2630,7,1,6,1,1,600,80200,0.69122437,0.87772715,0.679271583,0.584001,0.584001,2
33,1,3710,6,1,6,4,1,900,51300,0.654905882,0.886817651,0.86157182,0.651494,0.751494,4
29,0,2250,0,4,2,3,1,450,42600,0.719419328,0.879881936,0.664819269,0.707233,0.607233,5
48,0,2903,0,3,2,3,1,600,60900,0.80117563,0.897917041,0.731779089,0.464302,0.664302,4
26,1,3055,0,2,6,3,1,400,32600,0.625389076,0.866481864,0.835546531,0.433853,0.533853,15
27,0,2710,9,1,4,3,1,600,39800,0.622433613,0.735275633,0.652831293,0.473321,0.673321,3
27,0,2145,10,11,4,3,1,600,53400,0.626953782,0.84849165,0.82528188,0.662674,0.562674,5
28,0,2045,0,1,4,7,1,1100,60900,0.73482521,0.851981954,0.613481467,0.800624,0.500624,6
51,1,9565,4,2,8,3,1,1100,71950,0.637084874,0.894505297,0.720527847,0.622764,0.622764,8
32,0,1690,0,7,2,8,1,500,37700,0.488561345,0.820389657,0.501531226,0.670901,0.570901,6
26,0,4375,10,5,8,2,1,1000,58650,0.722136134,0.741975669,0.543241853,0.663018,0.663018,4
40,1,2155,0,3,2,5,1,1000,60800,0.636676471,0.765465075,0.52668544,0.775095,0.675095,9
23,0,1775,0,1,1,3,1,800,58950,0.615734454,0.842913898,0.563019019,0.536784,0.536784,7
48,0,2152,0,2,3,3,1,400,73950,0.463815966,0.918129377,0.927396162,0.640031,0.540031,2
45,0,3520,0,2,1,4,1,500,55100,0.61902521,0.853048124,0.534249588,0.643213,0.643213,4
27,0,5165,0,3,2,0,1,1100,66850,0.714038655,0.876683426,0.776426385,0.564884,0.664884,7
41,0,2205,0,4,1,3,0,800,63650,0.833218487,0.96073128,0.944465123,0.85994,0.75994,5
37,0,2660,0,4,2,2,1,600,67450,0.795169748,0.905683247,0.767508563,0.648892,0.748892,5
45,1,3180,4,5,9,4,1,1200,68100,0.611501681,0.87203717,0.588779905,0.493142,0.793142,5
38,0,1625,0,3,7,3,1,450,35000,0.739694118,0.973098851,0.805521828,0.751133,0.751133,10
26,0,3805,0,6,2,7,1,800,90150,0.790745378,0.800199767,0.737291333,0.73044,0.53044,6
31,1,4700,0,5,2,2,0,1350,70350,0.730752941,0.863204794,0.724571757,0.729042,0.729042,4
52,0,1935,0,5,2,5,1,800,82250,0.683526891,0.766531244,0.715274016,0.671019,0.471019,6
35,0,2515,0,5,1,3,1,1450,76800,0.756364706,0.894505297,0.642753179,0.837716,0.637716,7
63,1,1815,6,1,7,4,1,900,66150,0.739346218,0.983165739,0.687724775,0.695895,0.695895,3
41,1,2575,0,3,2,4,1,600,61000,0.741071429,0.848637547,0.782677931,0.494349,0.494349,5
30,1,9885,11,1,2,3,1,3300,53150,0.726446218,0.887737924,0.62866966,0.471926,0.371926,5
65,1,6080,1,9,4,6,1,900,66400,0.779890756,0.887895044,0.429424534,0.216115,0.216115,3
65,1,5055,0,5,2,2,1,1000,54050,0.638390756,0.783455288,0.650443966,0.619017,0.719017,11
45,0,2740,0,5,5,2,1,700,57800,0.653616807,0.900150386,0.792949427,0.829331,0.629331,4
43,0,2215,0,5,2,10,1,750,85750,0.865196639,0.894583857,0.680563649,0.594158,0.694158,4
32,0,3580,4,8,7,1,1,600,68350,0.892513445,0.984445143,0.829924761,0.735742,0.935742,4
56,0,1955,0,4,2,8,1,600,62300,0.733665546,0.987789549,0.640974235,0.482751,0.382751,3
56,1,3085,5,1,6,3,1,800,49350,0.66747563,0.83178084,0.843782382,0.665769,0.765769,27
31,0,2357,6,1,2,3,1,900,62750,0.758855462,0.787865865,0.770950935,0.443844,0.543844,4
52,1,1750,0,1,1,3,1,900,84800,0.620310084,0.922618513,0.76822305,0.788656,0.688656,11
33,0,3135,0,6,6,2,1,700,72450,0.681747899,0.754320794,0.504749412,0.608519,0.408519,10
52,1,5140,0,8,2,3,1,2100,89450,0.660183193,0.76663225,0.676671193,0.459885,0.759885,9
39,1,5225,5,0,5,3,1,900,52350,0.302606723,0.871105674,0.731598542,0.475475,0.575475,12
40,0,4240,0,6,7,4,1,900,77250,0.734519328,0.865404471,0.565046964,0.70102,0.50102,2
30,1,4630,0,6,6,3,1,900,57050,0.543865546,0.871027114,0.49164735,0.396785,0.696785,6
67,0,2505,0,5,2,6,0,700,52600,0.700989076,0.955254534,0.927513389,0.867766,0.567766,7
38,1,2165,0,2,3,2,1,400,46100,0.6416,0.846392979,0.775451774,0.57997,0.57997,6
39,0,2545,1,4,7,6,1,700,59000,0.682955462,0.859882834,0.762950394,0.653532,0.753532,3
40,1,3585,3,1,9,1,1,600,48150,0.620405882,0.9024174,0.477568109,0.623192,0.623192,19
46,0,5020,0,3,5,3,1,800,65350,0.67217395,0.88677276,0.87281536,0.808413,0.508413,6
37,0,5140,0,6,2,2,1,800,47950,0.605005882,0.867649039,0.693671701,0.755814,0.555814,6
27,0,3010,0,4,2,1,1,800,52700,0.786110924,0.90135123,0.918347422,0.553162,0.553162,3
64,1,6295,0,4,4,3,1,1900,86250,0.655902521,0.785699856,0.652335003,0.441223,0.641223,5
27,1,2055,5,1,6,3,1,1100,77300,0.678405042,0.919184324,0.917228202,0.526619,0.526619,4
60,0,2530,0,7,2,7,1,900,41400,0.616996639,0.876616089,0.76590161,0.586844,0.686844,19
51,1,1605,7,8,5,3,1,700,65650,0.611280672,0.891115999,0.737966459,0.625587,0.525587,2
60,1,1675,5,1,6,4,1,900,72150,0.792302521,0.939452774,0.895990403,0.924499,0.624499,5
22,0,2200,0,2,5,3,1,800,76500,0.729268908,0.793477285,0.457340004,0.614446,0.614446,4
40,0,2870,6,0,2,2,0,900,55250,0.64192437,0.878939217,0.750348045,0.774203,0.674203,7
50,1,3060,0,1,11,2,1,500,72100,0.781591597,0.973143742,0.73102952,0.62166,0.82166,6
26,0,5685,0,2,5,2,1,800,56350,0.623558824,0.90135123,0.752924476,0.441837,0.741837,5
50,0,3720,0,6,2,4,0,1100,54800,0.632535294,0.843014904,0.510904266,0.527268,0.527268,8
23,1,3060,6,2,7,3,1,600,72050,0.796168067,0.895728587,0.906628127,0.69929,0.59929,12
43,0,3540,0,4,5,1,1,700,60250,0.525397479,0.902529628,0.822952739,0.470814,0.670814,11
53,0,3380,1,5,2,6,0,600,53450,0.665758824,0.90925211,0.875066636,0.719378,0.619378,6
49,0,2140,0,4,5,2,1,700,61800,0.68749916,0.937140869,0.794296256,0.694669,0.694669,4
27,1,1775,0,1,1,1,1,400,56100,0.664220168,0.921563566,0.910596738,0.827045,0.527045,12
45,0,3710,10,5,9,7,1,1200,72100,0.710333613,0.924851859,0.703707031,0.666969,0.566969,3
41,0,6681,7,2,2,1,1,500,32150,0.524255462,0.816102532,0.602845454,0.426922,0.726922,19
55,1,2515,7,6,0,1,1,600,90800,0.843052941,0.975399533,0.75322225,0.917922,0.617922,5
53,0,2020,0,1,2,2,0,500,46050,0.785315126,0.776643024,0.717108579,0.747884,0.547884,7
